run_id,source_commit,seed,declared_duration_seconds,declared_action_ceiling,actual_end_reason,sealed_elapsed_seconds,sealed_actions,sealed_ppo_updates,observed_elapsed_seconds,observed_actions,observed_ppo_updates,observed_actions_per_second,episodes,unique_positions,best_milestone_index,best_milestone,verified_promotions,hindsight_lessons,hindsight_examples,frozen_exam_successes,frozen_exam_attempts,competent_skills,composition_attempts,composition_successes,hall_of_fame_completions,online_decision_model_calls,imported_actions,imported_parameters,terminal_evaluation,integrity_note
v12-final-48h-20260722-005136-seed20260722,804ffe810fce5002afb03406f65dfac2ca5be214,20260722,172800,150000000,user_requested_stop,35634.035604,8224768,4016,35696.136,8236144,4021,230.729287,903,694,7,Reached Route 1,7,64336,3518624,55,502,0,0,0,0,0,0,0,not_produced,"model curriculum and self-skills match the last checkpoint; hindsight-learning state mismatch prevented exact resume/finalization"
